,Pclass,Age,SibSp,Parch,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S
694,1,5,0,0,0,1,0,0,1
695,2,5,0,0,0,1,0,0,1
696,3,4,0,0,0,1,0,0,1
697,3,5,0,0,1,0,0,1,0
698,1,4,1,1,0,1,1,0,0
699,3,4,0,0,0,1,0,0,1
700,1,3,1,0,1,0,1,0,0
701,1,4,0,0,0,1,0,0,1
702,3,3,0,1,1,0,1,0,0
703,3,4,0,0,0,1,0,1,0
704,3,4,1,0,0,1,0,0,1
705,2,4,0,0,0,1,0,0,1
706,2,4,0,0,1,0,0,0,1
707,1,4,0,0,0,1,0,0,1
708,1,3,0,0,1,0,0,0,1
709,3,5,1,1,0,1,1,0,0
710,1,3,0,0,1,0,1,0,0
711,1,5,0,0,0,1,0,0,1
712,1,4,1,0,0,1,0,0,1
713,3,4,0,0,0,1,0,0,1
714,2,5,0,0,0,1,0,0,1
715,3,3,0,0,0,1,0,0,1
716,1,4,0,0,1,0,1,0,0
717,2,4,0,0,1,0,0,0,1
718,3,5,0,0,0,1,0,1,0
719,3,4,0,0,0,1,0,0,1
720,2,2,0,1,1,0,0,0,1
721,3,3,1,0,0,1,0,0,1
722,2,4,0,0,0,1,0,0,1
723,2,5,0,0,0,1,0,0,1
724,1,4,1,0,0,1,0,0,1
725,3,3,0,0,0,1,0,0,1
726,2,4,3,0,1,0,0,0,1
727,3,5,0,0,1,0,0,1,0
728,2,4,1,0,0,1,0,0,1
729,3,4,1,0,1,0,0,0,1
730,1,4,0,0,1,0,0,0,1
731,3,2,0,0,0,1,1,0,0
732,2,5,0,0,0,1,0,0,1
733,2,3,0,0,0,1,0,0,1
734,2,3,0,0,0,1,0,0,1
735,3,4,0,0,0,1,0,0,1
736,3,4,1,3,1,0,0,0,1
737,1,4,0,0,0,1,1,0,0
738,3,5,0,0,0,1,0,0,1
739,3,5,0,0,0,1,0,0,1
740,1,5,0,0,0,1,0,0,1
741,1,4,1,0,0,1,0,0,1
742,1,3,2,2,1,0,1,0,0
743,3,3,1,0,0,1,0,0,1
744,3,4,0,0,0,1,0,0,1
745,1,5,1,1,0,1,0,0,1
746,3,3,1,1,0,1,0,0,1
747,2,4,0,0,1,0,0,0,1
748,1,3,1,0,0,1,0,0,1
749,3,4,0,0,0,1,0,1,0
750,2,2,1,1,1,0,0,0,1
751,3,2,0,1,0,1,0,0,1
752,3,4,0,0,0,1,0,0,1
753,3,3,0,0,0,1,0,0,1
754,2,4,1,2,1,0,0,0,1
755,2,1,1,1,0,1,0,0,1
756,3,4,0,0,0,1,0,0,1
757,2,3,0,0,0,1,0,0,1
758,3,4,0,0,0,1,0,0,1
759,1,4,0,0,1,0,0,0,1
760,3,5,0,0,0,1,0,0,1
761,3,4,0,0,0,1,0,0,1
762,3,3,0,0,0,1,1,0,0
763,1,4,1,2,1,0,0,0,1
764,3,3,0,0,0,1,0,0,1
765,1,5,1,0,1,0,0,0,1
766,1,5,0,0,0,1,1,0,0
767,3,4,0,0,1,0,0,1,0
768,3,5,1,0,0,1,0,1,0
769,3,4,0,0,0,1,0,0,1
770,3,3,0,0,0,1,0,0,1
771,3,4,0,0,0,1,0,0,1
772,2,5,0,0,1,0,0,0,1
773,3,5,0,0,0,1,1,0,0
774,2,5,1,3,1,0,0,0,1
775,3,3,0,0,0,1,0,0,1
776,3,5,0,0,0,1,0,1,0
777,3,2,0,0,1,0,0,0,1
778,3,5,0,0,0,1,0,1,0
779,1,4,0,1,1,0,0,0,1
780,3,2,0,0,1,0,1,0,0
781,1,3,1,0,1,0,0,0,1
782,1,4,0,0,0,1,0,0,1
783,3,5,1,2,0,1,0,0,1
784,3,4,0,0,0,1,0,0,1
785,3,4,0,0,0,1,0,0,1
786,3,3,0,0,1,0,0,0,1
787,3,2,4,1,0,1,0,1,0
788,3,1,1,2,0,1,0,0,1
789,1,4,0,0,0,1,1,0,0
790,3,5,0,0,0,1,0,1,0
791,2,3,0,0,0,1,0,0,1
792,3,5,8,2,1,0,0,0,1
793,1,5,0,0,0,1,1,0,0
794,3,4,0,0,0,1,0,0,1
795,2,4,0,0,0,1,0,0,1
796,1,4,0,0,1,0,0,0,1
797,3,4,0,0,1,0,0,0,1
798,3,4,0,0,0,1,1,0,0
799,3,4,1,1,1,0,0,0,1
800,2,4,0,0,0,1,0,0,1
801,2,4,1,1,1,0,0,0,1
802,1,2,1,2,0,1,0,0,1
803,3,1,0,1,0,1,1,0,0
804,3,4,0,0,0,1,0,0,1
805,3,4,0,0,0,1,0,0,1
806,1,4,0,0,0,1,0,0,1
807,3,3,0,0,1,0,0,0,1
808,2,4,0,0,0,1,0,0,1
809,1,4,1,0,1,0,0,0,1
810,3,4,0,0,0,1,0,0,1
811,3,4,0,0,0,1,0,0,1
812,2,4,0,0,0,1,0,0,1
813,3,2,4,2,1,0,0,0,1
814,3,4,0,0,0,1,0,0,1
815,1,5,0,0,0,1,0,0,1
816,3,3,0,0,1,0,0,0,1
817,2,4,1,1,0,1,1,0,0
818,3,4,0,0,0,1,0,0,1
819,3,2,3,2,0,1,0,0,1
820,1,5,1,1,1,0,0,0,1
821,3,4,0,0,0,1,0,0,1
822,1,4,0,0,0,1,0,0,1
823,3,4,0,1,1,0,0,0,1
824,3,1,4,1,0,1,0,0,1
825,3,5,0,0,0,1,0,1,0
826,3,5,0,0,0,1,0,0,1
827,2,1,0,2,0,1,1,0,0
828,3,5,0,0,0,1,0,1,0
829,1,5,0,0,1,0,0,0,0
830,3,3,1,0,1,0,1,0,0
831,2,1,1,1,0,1,0,0,1
832,3,5,0,0,0,1,1,0,0
833,3,3,0,0,0,1,0,0,1
834,3,3,0,0,0,1,0,0,1
835,1,4,1,1,1,0,1,0,0
836,3,3,0,0,0,1,0,0,1
837,3,5,0,0,0,1,0,0,1
838,3,4,0,0,0,1,0,0,1
839,1,5,0,0,0,1,1,0,0
840,3,3,0,0,0,1,0,0,1
841,2,3,0,0,0,1,0,0,1
842,1,4,0,0,1,0,1,0,0
843,3,4,0,0,0,1,1,0,0
844,3,3,0,0,0,1,0,0,1
845,3,4,0,0,0,1,0,0,1
846,3,5,8,2,0,1,0,0,1
847,3,4,0,0,0,1,1,0,0
848,2,4,0,1,0,1,0,0,1
849,1,5,1,0,1,0,1,0,0
850,3,2,4,2,0,1,0,0,1
851,3,5,0,0,0,1,0,0,1
852,3,2,1,1,1,0,1,0,0
853,1,3,0,1,1,0,0,0,1
854,2,4,1,0,1,0,0,0,1
855,3,3,0,1,1,0,0,0,1
856,1,4,1,1,1,0,0,0,1
857,1,5,0,0,0,1,0,0,1
858,3,3,0,3,1,0,1,0,0
859,3,5,0,0,0,1,1,0,0
860,3,4,2,0,0,1,0,0,1
861,2,3,1,0,0,1,0,0,1
862,1,4,0,0,1,0,0,0,1
863,3,5,8,2,1,0,0,0,1
864,2,3,0,0,0,1,0,0,1
865,2,4,0,0,1,0,0,0,1
866,2,4,1,0,1,0,1,0,0
867,1,4,0,0,0,1,0,0,1
868,3,5,0,0,0,1,0,0,1
869,3,2,1,1,0,1,0,0,1
870,3,4,0,0,0,1,0,0,1
871,1,4,1,1,1,0,0,0,1
872,1,4,0,0,0,1,0,0,1
873,3,4,0,0,0,1,0,0,1
874,2,4,1,0,1,0,1,0,0
875,3,3,0,0,1,0,1,0,0
876,3,3,0,0,0,1,0,0,1
877,3,3,0,0,0,1,0,0,1
878,3,5,0,0,0,1,0,0,1
879,1,5,0,1,1,0,1,0,0
880,2,4,0,1,1,0,0,0,1
881,3,4,0,0,0,1,0,0,1
882,3,3,0,0,1,0,0,0,1
883,2,4,0,0,0,1,0,0,1
884,3,4,0,0,0,1,0,0,1
885,3,4,0,5,1,0,0,1,0
886,2,4,0,0,0,1,0,0,1
887,1,3,0,0,1,0,0,0,1
888,3,5,1,2,1,0,0,0,1
889,1,4,0,0,0,1,1,0,0
890,3,4,0,0,0,1,0,1,0
